"sex","agegr","edu","socprof","marital","depress","trust","trustfam","trustneigh","income"
"FEMALE","25-34","POST-SECONDARY OR HIGHER","UNEMPLOYED","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",500
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1500
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","NO","NO",NA
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",6,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1300
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",NA
"MALE","65+","SECONDARY","LONG-TERM SICK/DISABLED","DIVORCED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",2121
"MALE","65+","SECONDARY","RETIRED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"MALE","35-44","PRIMARY/NO EDUCATION",NA,"SINGLE",5,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",600
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",8,"IT`S DIFFICULT TO TELL","YES","NO OPINION",1700
"FEMALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","DE FACTO SEPARATED",0,"MOST PEOPLE CAN BE TRUSTED","NO","NO",5000
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"FEMALE","65+","SECONDARY","RETIRED","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1723
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"FEMALE","45-59","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1400
"FEMALE","45-59","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",600
"FEMALE","45-59","SECONDARY","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",8,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1100
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"IT`S DIFFICULT TO TELL","YES","YES",1460
"MALE","60-64","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","NO",2000
"FEMALE","25-34","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",NA
"FEMALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",300
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",2874
"MALE","25-34","SECONDARY","SELF-EMPLOYED","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","YES",1600
"MALE","60-64","SECONDARY","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"FEMALE","45-59","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",17,"ONE CAN`T BE TOO CAREFUL","YES","YES",750
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",9,"IT`S DIFFICULT TO TELL","YES","NO",NA
"MALE","65+","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"FEMALE","25-34","POST-SECONDARY OR HIGHER",NA,"MARRIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2500
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","DIVORCED",15,"IT`S DIFFICULT TO TELL","YES","YES",1300
"FEMALE","25-34","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","SINGLE",8,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","45-59","SECONDARY","UNEMPLOYED","MARRIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1000
"FEMALE","35-44","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","NO",NA
"MALE","16-24","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",500
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",3500
"FEMALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",10,"IT`S DIFFICULT TO TELL","YES","NO",1300
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",200
"MALE","45-59","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","WIDOWED",12,"ONE CAN`T BE TOO CAREFUL","YES","NO",1800
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",2000
"MALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",940
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200
"MALE","60-64","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"FEMALE","35-44","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1700
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","SINGLE",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1150
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1440
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"IT`S DIFFICULT TO TELL","YES","NO OPINION",2500
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500
"FEMALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION",1300
"FEMALE","25-34","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",4,"IT`S DIFFICULT TO TELL","NO","NO",1260
"FEMALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",6,"MOST PEOPLE CAN BE TRUSTED","YES","NO",1000
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION",1000
"FEMALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",900
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",6000
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",10,"MOST PEOPLE CAN BE TRUSTED","NO","NO",2900
"FEMALE","45-59","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1290
"FEMALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","NO","YES",800
"FEMALE","25-34","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","YES",2500
"FEMALE","25-34","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",2500
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1700
"FEMALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES",900
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",7,"MOST PEOPLE CAN BE TRUSTED","YES","YES",16000
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",17,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","NO",1500
"MALE","45-59","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",2,"IT`S DIFFICULT TO TELL","YES","NO",760
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",500
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",826
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","16-24","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",3000
"FEMALE","45-59","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",10,"IT`S DIFFICULT TO TELL","NO","NO OPINION",528
"MALE","60-64","SECONDARY","UNEMPLOYED","DIVORCED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",4100
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES",900
"FEMALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",1800
"FEMALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","YES",600
"MALE","60-64","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","NO","NO",1200
"MALE","35-44","SECONDARY","SELF-EMPLOYED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",15000
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",950
"FEMALE","16-24","SECONDARY","UNEMPLOYED","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","WIDOWED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2200
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",2600
"MALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO",1500
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1000
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","DIVORCED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",725
"FEMALE","35-44","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","MARRIED",6,"IT`S DIFFICULT TO TELL","YES","NO OPINION",1500
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1230
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2400
"FEMALE","60-64","PRIMARY/NO EDUCATION","FARMER","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","35-44","VOCATIONAL/GRAMMAR","FARMER","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1670
"FEMALE","25-34","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","NO",NA
"MALE","16-24","PRIMARY/NO EDUCATION","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"MALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",NA,15,"IT`S DIFFICULT TO TELL","YES","NO OPINION",NA
"FEMALE","65+","POST-SECONDARY OR HIGHER","RETIRED","DIVORCED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO",1600
"FEMALE","35-44","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","SECONDARY","UNEMPLOYED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",700
"FEMALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO",1500
"FEMALE","35-44","SECONDARY","PUPIL OR STUDENT","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"FEMALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO",1500
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",3300
"FEMALE","45-59","PRIMARY/NO EDUCATION","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",2000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"MALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",2300
"MALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",3600
"FEMALE","25-34","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","YES",NA
"MALE","60-64","SECONDARY","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",2100
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","DIVORCED",1,"ONE CAN`T BE TOO CAREFUL","NO","NO",1400
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",852
"FEMALE","35-44","SECONDARY","SELF-EMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"MALE","60-64","SECONDARY","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",852
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1200
"MALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",3500
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",5000
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",3,"IT`S DIFFICULT TO TELL","YES","NO",NA
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500
"FEMALE","65+","PRIMARY/NO EDUCATION","UNEMPLOYED","WIDOWED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",4,"IT`S DIFFICULT TO TELL","YES","NO",1400
"FEMALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",600
"FEMALE","25-34","SECONDARY","UNEMPLOYED","DIVORCED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"MALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",1380
"MALE","16-24","PRIMARY/NO EDUCATION","PUPIL OR STUDENT","SINGLE",3,NA,"YES","YES",300
"FEMALE","45-59","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",1,"IT`S DIFFICULT TO TELL","YES","YES",1200
"MALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","NO","NO",1000
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","NO","NO",1400
"FEMALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",240
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES",900
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",8,"IT`S DIFFICULT TO TELL","YES","YES",800
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",2600
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","65+","SECONDARY","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",1270
"MALE","45-59","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"FEMALE","45-59","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","WIDOWED",1,"IT`S DIFFICULT TO TELL","YES","YES",800
"FEMALE","25-34","SECONDARY","PUPIL OR STUDENT","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","25-34","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",1400
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","SINGLE",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"MALE","25-34","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",6,"IT`S DIFFICULT TO TELL","YES","NO OPINION",2800
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",12,"MOST PEOPLE CAN BE TRUSTED","YES","YES",850
"MALE","16-24","PRIMARY/NO EDUCATION","PUPIL OR STUDENT","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1500
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",13,"MOST PEOPLE CAN BE TRUSTED","NO","NO OPINION",3000
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",901
"FEMALE","35-44","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","WIDOWED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"MALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","NO","NO",7000
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO",1200
"FEMALE","65+","SECONDARY","RETIRED","WIDOWED",13,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1700
"FEMALE","16-24","VOCATIONAL/GRAMMAR","FARMER","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",900
